,inn,year,long_term_liabilities_fiscal_year,short_term_liabilities_fiscal_year,balance_assets_fiscal_year,okei
84,4521003135,2012,0.0,0.0,4537.0,384
85,7724793607,2012,0.0,0.0,869484.0,384
86,6154086295,2012,473.0,11155.0,12314.0,384
87,1508000122,2012,0.0,0.0,49822.0,384
88,1609004518,2012,0.0,0.0,1620.0,384
89,5610007430,2012,0.0,458050.0,449509.0,384
90,6205005875,2012,0.0,1435.0,2757.0,384
91,7707705992,2012,0.0,0.0,336632.0,384
92,6730010179,2012,0.0,0.0,12859.0,384
93,5230002690,2013,14752.0,13824.0,42131.0,384
94,7701038326,2013,0.0,509.0,1137.0,384
95,6140019517,2013,0.0,2018.0,10472.0,384
96,7701839238,2013,97.0,153037.0,404530.0,384
97,1609004518,2013,0.0,928.0,1537.0,384
98,2104000168,2013,5411.0,938.0,89461.0,384
99,6907010474,2013,0.0,7470741.0,5635748.0,383
100,6105007117,2013,0.0,2904.0,6574.0,384
101,3503004631,2013,0.0,4061.0,5391.0,384
102,6727003132,2013,16803.0,9592.0,28833.0,384
103,1659050559,2013,0.0,20.0,752.0,384
104,6725005494,2013,104535.0,989841.0,1313444.0,384
105,7617000557,2013,491.0,3124.0,4931.0,384
106,2347009476,2013,0.0,93218.0,83689.0,384
107,6154086295,2013,473.0,14943.0,16932.0,384
108,6102001565,2013,0.0,3471.0,4276.0,384
109,5012012970,2013,0.0,1547.0,1033.0,384
110,1508000122,2013,0.0,19481.0,28904.0,384
111,6426003812,2013,0.0,2435.0,5907.0,384
112,3250519362,2013,113151.0,18216.0,91801.0,384
113,5437101295,2013,10710.0,0.0,27166.0,384
114,2107004611,2013,904.0,253.0,3922.0,384
115,6453113557,2013,391.0,6917.0,7755.0,384
116,1701050442,2013,0.0,540.0,7543.0,384
117,3726003720,2013,61.0,791.0,4385.0,384
118,5404283138,2013,0.0,48909.0,79604.0,384
119,1822000100,2013,0.0,7920.0,12591.0,384
120,7730139946,2013,0.0,14376.0,37179.0,384
121,7701223216,2013,10540.0,4876.0,5111.0,384
122,5610007430,2013,0.0,512886.0,504349.0,384
123,7724793607,2013,34000.0,1106184.0,1196314.0,384
124,2901137759,2013,0.0,3768.0,89601.0,384
125,7730565969,2013,0.0,116405.0,254714.0,384
126,2907015620,2013,0.0,1157.0,1121.0,384
127,5620006322,2013,12362.0,10675.0,70727.0,384
128,3517003250,2013,4691.0,15348.0,41355.0,384
129,4703105501,2013,0.0,205.0,205.0,384
130,6443017981,2013,0.0,205.0,242.0,384
131,3628000833,2013,1537.0,52829.0,54194.0,384
132,7006005167,2013,0.0,8122.0,23152.0,384
133,1435087440,2013,0.0,3678.0,6580.0,384
134,7707705992,2013,0.0,93205.0,389755.0,384
135,3501000166,2013,0.0,5646.0,27168.0,384
136,1645020900,2013,0.0,6657.0,6657.0,384
137,3525119121,2013,1939.0,188009.0,1051784.0,384
138,5638055144,2013,0.0,196.0,85.0,384
139,7447178533,2013,0.0,753.0,832.0,384
140,3403029061,2013,0.0,521.0,223.0,384
141,7621009707,2013,0.0,20920.0,33352.0,384
142,6320008472,2013,0.0,23204.0,13706.0,384
143,6900000290,2013,1564.0,146936.0,271486.0,384
144,3904049710,2013,6000.0,446.0,15682.0,384
145,2611005373,2013,0.0,14831.0,16148.0,384
146,4521003135,2013,3981.0,2311.0,7792.0,384
147,2226001190,2013,4844539.0,331535.0,5249228.0,384
148,2465002653,2013,0.0,212584.0,241577.0,384
149,6730010179,2013,4.0,6187.0,9979.0,384
150,6452018325,2013,87.0,99.0,3093.0,384
151,6658410536,2013,4.0,94.0,2536.0,384
152,2508012923,2013,69513.0,232619.0,460647.0,384
153,7714149601,2013,140863.0,240380.0,265929.0,384
154,5406339932,2013,2791.0,261555.0,243288.0,384
155,5402511357,2013,0.0,23217.0,29233.0,384
156,3212001450,2013,42911.0,18633.0,100439.0,384
157,5530000076,2013,9298.0,65496.0,167211.0,384
158,5504002704,2013,0.0,13289.0,14921.0,384
159,4813000036,2013,2433.0,39775.0,53081.0,384
160,1411004211,2013,74399.0,57566.0,177828.0,384
161,6636002484,2013,0.0,3361.0,4340.0,384
162,5028024427,2013,0.0,59825.0,48360.0,384
163,5045021088,2013,398.0,1176.0,2613.0,384
164,4347021100,2013,0.0,880.0,720.0,384
165,6205005875,2013,0.0,1617.0,3063.0,384
166,7725029923,2013,444.0,115599.0,173778.0,384
167,7736609147,2013,0.0,118358.0,129617.0,384
168,2111000271,2013,0.0,4491.0,5536.0,384
169,7701651532,2013,356.0,232429.0,215359.0,384
170,2629005857,2013,0.0,18450.0,18499.0,384
171,3525092769,2013,77834.0,443917.0,705849.0,384
172,6627020656,2013,0.0,4201.0,4411.0,384
173,1656033107,2013,0.0,23924.0,10153.0,384
174,5612078066,2013,0.0,9591.0,8001.0,384
175,4507002588,2013,0.0,250.0,459.0,384
176,8909000186,2013,42.0,15445.0,29608.0,384
177,7727656060,2013,0.0,4806.0,4932.0,384
178,5414100369,2013,0.0,242.0,91013.0,384
179,6732030100,2013,0.0,115381.0,115383.0,384
180,4029028408,2013,0.0,24.0,89.0,384
181,5501003731,2013,0.0,600.0,14132.0,384
182,3505003270,2013,17537.0,16678.0,79453.0,384
183,7725239857,2013,0.0,447347.0,1366998.0,384
184,5501078737,2013,0.0,315084.0,441971.0,384
185,1001003743,2013,0.0,1080.0,4399.0,384
186,2318010808,2013,60.0,5366.0,13111.0,384
187,8908001998,2013,0.0,33148.0,43124.0,384
188,2346012846,2013,0.0,18521.0,20465.0,384
189,5009033730,2013,1938876.0,1176824.0,4768796.0,384
190,2111008200,2013,0.0,409.0,409.0,384
191,5508000722,2013,0.0,236772.0,14372.0,384
192,5044075933,2013,6.0,30274.0,10116.0,384
193,7326037640,2013,27598.0,52662.0,90909.0,384
194,7104008631,2013,978.0,3885.0,21722.0,384
195,2719008034,2013,0.0,21088.0,4890.0,384
196,2814002385,2013,0.0,644.0,860.0,384
197,4501002616,2013,0.0,31178.0,1978.0,384
198,7814290213,2013,5000.0,2229.0,34579.0,384
199,7731509371,2013,0.0,12345.0,12345.0,384
200,7224008489,2013,2830.0,55011.0,193555.0,384
201,3436108015,2013,0.0,15094.0,16578.0,384
202,7415064205,2013,0.0,10485.0,3278.0,384
203,3612007110,2013,0.0,22275.0,22426.0,384
204,6454050638,2013,154945.0,27482.0,183719.0,384
205,2266005106,2013,0.0,130.0,1540.0,384
206,3851005241,2013,0.0,4848.0,55089.0,384
207,7453079153,2013,0.0,8.0,18.0,384
208,7708570018,2013,65500.0,32.0,181017.0,384
209,6012000239,2013,786.0,430.0,3773.0,384
210,2256002057,2013,0.0,2289.0,6499.0,384
211,6105002983,2013,0.0,7089.0,14017.0,384
212,4712040346,2013,0.0,99883.0,107518.0,384
213,7455005950,2013,38411.0,4198.0,45890.0,384
214,6623043878,2013,0.0,4846.0,4541.0,384
215,7722651420,2013,80.0,456577.0,455777.0,384
216,2912005987,2013,0.0,495.0,458.0,384
217,2312011001,2013,0.0,4903.0,6965.0,384
218,5501003731,2017,0.0,206.0,9206.0,384
219,3501000166,2017,0.0,11179.0,22941.0,384
220,5030002212,2017,95507.0,6827.0,119730.0,384
221,3321004436,2013,0.0,44091.0,14550.0,384
222,2536163593,2013,9595.0,929.0,39857.0,384
223,7610044996,2013,27106.0,16579.0,41540.0,384
224,4321000070,2013,1288.0,17426.0,47465.0,384
225,4604000730,2017,0.0,44.0,574.0,384
226,2465002653,2017,0.0,51779.0,76710.0,384
227,5530000076,2017,0.0,2142.0,17699.0,384
228,4521003135,2017,0.0,1988.0,5110.0,384
229,6105007117,2017,0.0,1853.0,5403.0,384
230,1508000122,2017,0.0,16790.0,30290.0,384
231,5404263460,2017,0.0,0.0,0.0,384
232,4507002588,2017,0.0,6456.0,6665.0,384
233,6320008472,2017,0.0,25128.0,14385.0,384
234,5837068476,2017,0.0,5185.0,6081.0,384
235,6154086295,2017,2117.0,1795.0,7412.0,384
236,5437101295,2017,4477.0,18111.0,54984.0,384
237,2347009476,2017,0.0,80282.0,29231.0,384
238,3851005241,2017,0.0,2440.0,63717.0,384
239,4029028408,2017,0.0,36.0,2.0,384
240,2256002057,2017,0.0,1530.0,2872.0,384
241,3628000833,2017,0.0,0.0,0.0,384
242,1656033107,2017,0.0,7865.0,6876.0,384
243,1435087440,2017,331.0,1119.0,4800.0,384
244,7453079153,2017,0.0,231.0,2307.0,384
245,6140019517,2017,0.0,2730.0,8533.0,384
246,5902141369,2017,0.0,24938.0,10024.0,384
247,7722651420,2017,42000.0,825112.0,857892.0,384
248,1822000100,2017,0.0,6347.0,756.0,384
249,7728812071,2017,534107.0,297748.0,832973.0,384
250,6730010179,2017,0.0,3737.0,6283.0,384
251,7708570018,2017,65350.0,215.0,181372.0,384
252,2111008200,2017,0.0,11667.0,9.0,384
253,5508000722,2017,0.0,227858.0,5704.0,384
254,7724793607,2017,0.0,794875.0,265966.0,384
255,7802646458,2017,0.0,0.0,27.0,384
256,3250519362,2017,1055210.0,389713.0,1062892.0,384
257,1429006530,2017,0.0,147399.0,218592.0,384
258,5414100369,2017,0.0,99.0,91320.0,384
259,6725005494,2017,1236116.0,119503.0,1376217.0,384
260,7814290213,2017,0.0,3499.0,71038.0,384
261,7415064205,2017,0.0,7166.0,843.0,384
262,1645020900,2017,0.0,38357.0,38357.0,384
263,5945001214,2017,102.0,72075.0,31336.0,384
264,1411004211,2017,0.0,0.0,0.0,384
265,6907010474,2017,0.0,13098.0,5050.0,384
266,2907015620,2017,0.0,3551.0,4262.0,384
267,6627020656,2017,0.0,5897.0,6491.0,384
268,2814002385,2017,0.0,883.0,509.0,384
269,1659050559,2017,0.0,536.0,270.0,384
270,3525092769,2017,0.0,448401.0,546775.0,384
271,5009033730,2017,1141123.0,4356085.0,6015530.0,384
272,1609004518,2017,0.0,312.0,1970.0,384
273,2629005857,2017,0.0,21541.0,9482.0,384
274,7224008489,2017,0.0,85467.0,83975.0,384
275,7842353970,2017,7.0,7850.0,19932.0,384
276,3507005160,2017,16160.0,14753.0,7301.0,384
277,3525349527,2017,0.0,1980.0,2364.0,384
278,7725781273,2017,1240.0,56524.0,47638.0,384
279,7707705992,2017,13417.0,118531.0,428146.0,384
280,1203000142,2017,252652.0,165670.0,493782.0,384
281,5838011899,2017,172.0,13152.0,9711.0,384
282,7701839238,2017,1634.0,217084.0,404261.0,384
283,6732030100,2017,0.0,187370.0,187717.0,384
284,2611005373,2017,0.0,18559.0,19407.0,384
285,2104000168,2017,987.0,207.0,169066.0,384
286,6012000239,2017,764.0,445.0,1001.0,384
287,4321000070,2017,0.0,30883.0,11197.0,384
288,7703065332,2017,104013.0,2456.0,115708.0,384
289,2266005106,2017,0.0,72.0,387.0,384
290,6658410536,2017,0.0,4633.0,11033.0,384
291,7725239857,2017,0.0,303688.0,1381621.0,384
292,4347021100,2017,0.0,66.0,117.0,384
293,3212001450,2017,31530.0,43546.0,75086.0,384
294,6636002484,2017,0.0,4910.0,6833.0,384
295,4509006482,2017,35720.0,4151.0,40011.0,384
296,4703105501,2017,0.0,86.0,557.0,384
297,5612078066,2017,0.0,3500.0,502.0,384
298,1001003743,2017,0.0,8379.0,9481.0,384
299,6662111440,2017,0.0,2956.0,2908.0,384
300,4523004705,2017,0.0,2181.0,0.0,384
301,7731509371,2017,0.0,14935.0,32136.0,384
302,5406339932,2017,0.0,154074.0,205.0,384
303,3612007110,2017,0.0,26127.0,26744.0,384
304,5501078737,2017,0.0,348043.0,136978.0,384
305,5044075933,2017,0.0,34622.0,911.0,384
306,2226001190,2017,9842836.0,426577.0,9943420.0,384
307,6623043878,2017,0.0,4784.0,4108.0,384
308,8901998318,2017,0.0,259.0,259.0,384
309,2346012846,2017,0.0,15013.0,2969.0,384
310,7717783534,2017,0.0,4352.0,57397.0,384
311,7736187086,2017,0.0,7816.0,3286.0,384
312,2536163593,2017,4095.0,3833.0,41123.0,384
313,3904049710,2017,3510.0,340.0,28800.0,384
314,3814022520,2017,0.0,8823.0,21587.0,384
315,7447178533,2017,0.0,1420.0,2163.0,384
316,5230002690,2017,4084.0,7382.0,12166.0,384
317,7701651532,2017,12570.0,171346.0,153211.0,384
318,3505003270,2017,36450.0,21614.0,147860.0,384
319,1020010136,2017,0.0,36750.0,14769.0,384
320,7701038326,2017,0.0,2917.0,3211.0,384
321,4712040346,2017,0.0,111018.0,138384.0,384
322,3503004631,2017,0.0,5694.0,5835.0,384
323,1701050442,2017,0.0,3260.0,6429.0,384
324,2508012923,2017,98009.0,331690.0,532819.0,384
325,3403029061,2017,0.0,2267.0,185.0,384
326,7621009707,2017,0.0,75939.0,37942.0,384
327,5638055144,2017,0.0,1176.0,124.0,384
328,3525203863,2017,0.0,1317.0,348.0,384
329,3726003720,2017,0.0,1397.0,6244.0,384
330,7006005167,2017,0.0,17946.0,23902.0,384
331,2318010808,2017,32.0,15377.0,8944.0,384
332,3525119121,2017,3211.0,250543.0,2009906.0,384
333,8617004112,2017,0.0,4853.0,6230.0,384
334,6452018325,2017,0.0,43.0,2568.0,384
335,8908001998,2017,0.0,6012.0,97285.0,384
336,1514013426,2017,0.0,58334.0,21388.0,384
337,6900000290,2017,0.0,75258.0,213294.0,384
338,7713345804,2017,0.0,3533.0,2557.0,384
339,6454050638,2017,125.0,426578.0,274643.0,384
340,7725029923,2017,3396.0,111977.0,116452.0,384
341,5610007430,2014,504970.0,47921.0,544180.0,384
342,6732030100,2014,0.0,213517.0,218338.0,384
343,7724793607,2014,0.0,1697707.0,1783751.0,384
344,3403029061,2014,0.0,1081.0,143.0,384
345,2266005106,2014,0.0,49.0,1440.0,384
346,4501002616,2014,0.0,31189.0,514.0,384
347,1609004518,2014,0.0,480.0,1690.0,384
348,7730565969,2014,0.0,257382.0,297380.0,384
349,6730010179,2014,4.0,7344.0,11352.0,384
350,7453079153,2014,0.0,238.0,429.0,384
351,2508012923,2014,180481.0,107777.0,365445.0,384
352,5404263460,2014,0.0,1.0,10.0,384
353,6907010474,2014,0.0,9263182.0,5340100.0,383
354,1001003743,2014,0.0,296.0,6295.0,384
355,6012000239,2014,784.0,503.0,2941.0,384
356,6636002484,2014,0.0,4779.0,5828.0,384
357,6658410536,2014,0.0,3463.0,5939.0,384
358,3525119121,2014,2153.0,163848.0,1261932.0,384
359,6725005494,2014,104477.0,1238259.0,1555048.0,384
360,2346012846,2014,0.0,15694.0,17629.0,384
361,3612007110,2014,0.0,22205.0,22662.0,384
362,3436108015,2014,0.0,17321.0,19161.0,384
363,6320008472,2014,0.0,24750.0,14377.0,384
364,7841475679,2014,360.0,272.0,285.0,384
365,2907015620,2014,0.0,1233.0,1554.0,384
366,1822000100,2014,0.0,7793.0,524.0,384
367,2611005373,2014,0.0,16452.0,17640.0,384
368,7731509371,2014,0.0,8568.0,13869.0,384
369,1656033107,2014,0.0,24998.0,9050.0,384
370,5028024427,2014,0.0,78038.0,71751.0,384
371,5501003731,2014,0.0,379.0,12811.0,384
372,6452018325,2014,110.0,217.0,2892.0,384
373,8617004112,2014,0.0,666.0,1691.0,384
374,5414100369,2014,0.0,82.0,91303.0,384
375,5404283138,2014,7015.0,26463.0,65822.0,384
376,6205005875,2014,0.0,1536.0,2990.0,384
377,6454050638,2014,236118.0,49244.0,196717.0,384
378,5009033730,2014,2325368.0,989050.0,5243896.0,384
379,7224008489,2014,1809.0,68524.0,191153.0,384
380,6154086295,2014,3192.0,2202.0,7109.0,384
381,1645020900,2014,0.0,23050.0,23050.0,384
382,6900000290,2014,1680.0,115728.0,244898.0,384
383,7701839238,2014,166.0,124668.0,185968.0,384
384,7701651532,2014,564.0,215377.0,221884.0,384
385,3250519362,2014,808725.0,103995.0,616767.0,384
386,7736609147,2014,0.0,177652.0,189961.0,384
387,5508000722,2014,0.0,238492.0,13575.0,384
388,4029028408,2014,0.0,39.0,85.0,384
389,7701038326,2014,0.0,4647.0,5342.0,384
390,7725239857,2014,0.0,415003.0,1366886.0,384
391,5620006322,2014,12742.0,12675.0,19770.0,384
392,7610044996,2014,110.0,33642.0,36983.0,384
393,1411004211,2014,60718.0,56304.0,166188.0,384
394,4509006482,2014,55520.0,5104.0,62128.0,384
395,1435087440,2014,0.0,3231.0,7658.0,384
396,8909000186,2014,0.0,20022.0,30838.0,384
397,2226001190,2014,9819494.0,370725.0,10263393.0,384
398,5406339932,2014,2791.0,256735.0,216402.0,384
399,6627020656,2014,0.0,4014.0,4363.0,384
400,2111008200,2014,0.0,4217.0,2194.0,384
401,2347009476,2014,0.0,84909.0,67142.0,384
402,7701568235,2014,0.0,85686.0,83406.0,384
403,2312011001,2014,0.0,25.0,246.0,384
404,5638055144,2014,0.0,188.0,89.0,384
405,5945001214,2014,102.0,77357.0,28418.0,384
406,3501000166,2014,0.0,8634.0,26711.0,384
407,7727656060,2014,0.0,462123.0,462421.0,384
408,6426003812,2014,0.0,2351.0,4236.0,384
409,4703105501,2014,0.0,1.0,1.0,384
410,4347021100,2014,0.0,1515.0,895.0,384
411,6623043878,2014,0.0,4656.0,4277.0,384
412,5501078737,2014,0.0,399350.0,533068.0,384
413,4521003135,2014,3373.0,2895.0,8014.0,384
414,5504002704,2014,0.0,6121.0,6688.0,384
415,7701223216,2014,10540.0,4477.0,4247.0,384
416,6105002983,2014,0.0,5153.0,12674.0,384
417,5437101295,2014,15928.0,0.0,33071.0,384
418,3628000833,2014,1440.0,63122.0,49409.0,384
419,8901998318,2014,0.0,391.0,391.0,384
420,7717783534,2014,0.0,531.0,51925.0,384
421,2104000168,2014,3492.0,93.0,105271.0,384
422,3726003720,2014,0.0,920.0,4683.0,384
423,3517003250,2014,3994.0,9313.0,22549.0,384
424,7006005167,2014,0.0,19369.0,33417.0,384
425,7722651420,2014,43000.0,560766.0,603748.0,384
426,2536163593,2014,9095.0,2274.0,42585.0,384
427,1659050559,2014,0.0,366.0,330.0,384
428,7326037640,2014,0.0,72862.0,83846.0,384
429,7104008631,2014,0.0,4788.0,12579.0,384
430,5230002690,2014,12190.0,11888.0,37798.0,384
431,7455005950,2014,43478.0,6209.0,55777.0,384
432,2912005987,2014,0.0,319.0,419.0,384
433,2721208520,2014,0.0,45016.0,115196.0,384
434,7708570018,2014,65500.0,54.0,181071.0,384
435,3212001450,2014,40643.0,27097.0,90094.0,384
436,6727003132,2014,16712.0,8000.0,20970.0,384
437,7713345804,2014,0.0,8995.0,7891.0,384
438,5902141369,2014,0.0,25147.0,10961.0,384
439,4321000070,2014,938.0,19159.0,47332.0,384
440,2901137759,2014,0.0,5559.0,92520.0,384
441,1508000122,2014,0.0,19541.0,29321.0,384
442,3503004631,2014,0.0,4454.0,4227.0,384
443,7814290213,2014,0.0,2895.0,34072.0,384
444,2318010808,2014,51.0,5959.0,11791.0,384
445,2814002385,2014,0.0,505.0,706.0,384
446,7725029923,2014,2581.0,137440.0,200782.0,384
447,4523004705,2014,0.0,5840.0,5373.0,384
448,5012012970,2014,0.0,2942.0,1260.0,384
449,6443017981,2014,0.0,232.0,232.0,384
450,7714149601,2014,91039.0,321199.0,191025.0,384
451,3321004436,2014,0.0,47669.0,14745.0,384
452,3505003270,2014,13661.0,18416.0,91406.0,384
453,7707705992,2014,0.0,93230.0,389853.0,384
454,6105007117,2014,0.0,2261.0,6000.0,384
455,3851005241,2014,0.0,2416.0,69821.0,384
456,6140019517,2014,0.0,1209.0,9049.0,384
457,3904049710,2014,6000.0,270.0,16299.0,384
458,4507002588,2014,0.0,263.0,472.0,384
459,2465002653,2014,0.0,63670.0,95167.0,384
460,4813000036,2014,2433.0,45373.0,41437.0,384
461,8908001998,2014,0.0,3416.0,80361.0,384
462,5402511357,2014,0.0,22298.0,28409.0,384
463,7447178533,2014,0.0,1667.0,1863.0,384
464,1701050442,2014,0.0,530.0,7220.0,384
465,2256002057,2014,0.0,2016.0,5356.0,384
466,2107004611,2014,904.0,377.0,4046.0,384
467,6102001565,2014,0.0,3471.0,4276.0,384
468,7621009707,2014,0.0,28467.0,28616.0,384
469,4712040346,2014,0.0,83502.0,104435.0,384
470,2629005857,2014,0.0,22483.0,20602.0,384
471,3525092769,2014,37451.0,436970.0,602464.0,384
472,7453079153,2015,0.0,186.0,606.0,384
473,5508000722,2015,0.0,239185.0,12808.0,384
474,5414100369,2015,0.0,82.0,91303.0,384
475,2318010808,2015,39.0,7988.0,11299.0,384
476,3814022520,2015,0.0,0.0,0.0,383
477,2912005987,2015,0.0,243.0,313.0,384
478,5620006322,2015,8855.0,11845.0,19980.0,384
479,4509006482,2015,55520.0,3008.0,61455.0,384
480,7842353970,2015,0.0,13390.0,24655.0,384
481,1659050559,2015,0.0,132.0,695.0,384
482,6105007117,2015,0.0,2040.0,5912.0,384
483,6454050638,2015,685.0,348421.0,189385.0,384
484,7725781273,2015,0.0,56210.0,46253.0,384
485,5501078737,2015,8000.0,371202.0,518804.0,384
486,6627020656,2015,0.0,4901.0,5422.0,384
487,4604000730,2015,0.0,3.0,304.0,384
488,7701839238,2015,322.0,137058.0,249212.0,384
489,2107004611,2015,0.0,0.0,2765.0,384
490,1435087440,2015,0.0,1950.0,6482.0,384
491,7224008489,2015,825.0,47497.0,159403.0,384
492,5638055144,2015,0.0,401.0,103.0,384
493,3321004436,2015,0.0,53937.0,16390.0,384
494,1656033107,2015,0.0,18856.0,11534.0,384
495,2111008200,2015,0.0,9650.0,1030.0,384
496,7701651532,2015,1090.0,188350.0,196933.0,384
497,7727656060,2015,0.0,649582.0,650867.0,384
498,7714149601,2015,91039.0,322666.0,122209.0,384
499,7610044996,2015,110.0,34186.0,36690.0,384
500,1822000100,2015,0.0,7793.0,423.0,384
501,5501003731,2015,0.0,230.0,13309.0,384
502,6105002983,2015,0.0,8550.0,1307.0,384
503,5530000076,2015,7098.0,19482.0,58851.0,384
504,2346012846,2015,0.0,14833.0,13437.0,384
505,6730010179,2015,4.0,6495.0,10594.0,384
506,7736609147,2015,0.0,178978.0,193502.0,384
507,6725005494,2015,106111.0,1447873.0,1676371.0,384
508,8617004112,2015,0.0,417.0,1145.0,384
509,7326037640,2015,0.0,33908.0,43908.0,384
510,4507002588,2015,0.0,2005.0,2214.0,384
511,7455005950,2015,57827.0,36051.0,89383.0,384
512,2508012923,2015,151418.0,215947.0,470165.0,384
513,4813000036,2015,3519.0,122502.0,45384.0,384
514,7707705992,2015,11761.0,120519.0,428879.0,384
515,3904049710,2015,3510.0,267.0,25113.0,384
516,2611005373,2015,0.0,18432.0,19632.0,384
517,3525349527,2015,0.0,1362.0,1723.0,384
518,3851005241,2015,0.0,3770.0,69515.0,384
519,2226001190,2015,9844742.0,409359.0,10327253.0,384
520,6658410536,2015,0.0,5612.0,5622.0,384
521,6727003132,2015,0.0,26288.0,6772.0,384
522,2111000271,2015,0.0,0.0,10.0,384
523,7841475679,2015,360.0,83.0,240.0,384
524,6732030100,2015,0.0,206677.0,212250.0,384
525,7006005167,2015,0.0,20917.0,29175.0,384
526,7708570018,2015,65500.0,37.0,181100.0,384
527,2629005857,2015,0.0,19921.0,12293.0,384
528,7730565969,2015,11661.0,103235.0,71746.0,384
529,7415064205,2015,0.0,4278.0,3889.0,384
530,1609004518,2015,0.0,480.0,1690.0,384
531,3628000833,2015,0.0,0.0,0.0,384
532,6102001565,2015,0.0,3500.0,0.0,384
533,3507005160,2015,16160.0,13339.0,7301.0,384
534,4321000070,2015,938.0,18401.0,44213.0,384
